n,r,network_nr,network,gene_tree
160,10,20,"(((((((t12,(t118)#J),((t69,(t78,t92)),(((t143,t65),t70),(#J,(#D,t25))))),(#G,t48)),((((t114,t127),((t160,t134),(t95,t43))),(((t74,t133),(#A,(t117,t8))),(((t15,((t19,t71),t32)),t60),(t159,t94)))),((((t109,((t121,(#C,t72)),((t147,t51))#F)),(((t88,((t110,(t144)#A),t35)),t112),(t148,(t23)#G))),(t39,((t27,t5),(t104,(t18,(#I,(t108,t29))))))),((t9,t131),((t2,t56),(((t73,t24),t20),(#E,t13))))))),((((t28,(t146,t139)),t107),t46),(t4,t57))),((((t123,t42),t149),(((t122,((t59,(t152)#I),t155)),(((t99,t76),t21),(((t130,t102),t111),t50))),t91)),((((t53,(((t84,t113),(((t14,t40),(t141,t16)),(t33,(t47)#E))),(#H,t82))),(((((t106,t52),(((t64,t93),(((t153,t37),t45),t17)),((t61,t145),t157))),((t7,(t3,(t49,t75))),((t87,t68))#H)),((t138,t79),(t142,t6))),((t119,(t132)#C),(t103,(t62,((t120,t54))#B))))),(t156,(t22,t30))),(((t129,t116),(t83,((t150,t1),(((t154,t115),t97),(#B,(t77,t124)))))),((((((t36,t26),t11),((t31,t34),t158)),((t55,(t140,t137)),((t86,(((t126,t10),(t98,t63)),t128)),(#F,((t136,t38),t135))))),t90),((t151,(t66,(t85,t125))),(t101,t89))))))),((((t81,t67),(t80)#D),(t100,(t41,t96))),((t58,t105),t44)))","((((t44,t44),(t105,t58)),((t67,t81),((t41,t96),t100))),(((((t91,((((t152,t59),t155),t122),(((t21,t21),(t99,t76)),((t111,(t130,t102)),t50)))),(t149,(t123,t42))),((((((((t17,t17),(t45,(t37,t153))),(t64,t93)),(t157,(t145,t61))),((t7,(t3,(t49,t75))),(t68,t87))),((t6,t142),t138)),(t62,t103)),((t53,((((t84,(t113,t113)),(t47,t33)),((t14,t40),(t141,t16))),t82)),(t156,(t22,t30))))),(((t83,((((t97,t115),t154),((t54,t120),(t124,t77))),(t1,t150))),(t90,((((((t158,(t36,t26)),((t140,t137),((((t98,t126),t63),t128),t10))),t55),(((t147,t51),(t136,t38)),t135)),t86),(t34,t31)))),(((t85,(t125,t66)),t151),(t101,t89)))),((t23,(t12,((t92,t78),((t69,((t80,t25),t118)),((t143,t65),t70))))),(((t134,t160),(t114,t127)),(((t133,(t8,t117)),(((((t71,t19),t32),t15),t60),(t94,((t159,t159),t159)))),(((t57,t4),((t4,t57),((t46,t46),(t107,((t146,t139),t28))))),(((((t56,t2),((t73,t24),t20)),t13),(t9,t131)),((((((t132,t72),t121),t109),(((t35,(t110,t144)),t88),t112)),t39),((t18,(t108,t29)),(t5,t27))))))))))"
160,10,21,"(((((((t20,t2),(((t75,t142),t88),(t61,(t132)#G))),((t32,(#C,(t117,((t46,(t107)#D),t99)))),(((t15,(t139,(t50,t83))),(t74,((t121,(t44,t70)))#E)),(t115,(#H,(((((t79,(t73)#B),(#B,t19)),t87),t69),((t141,t96),(t34,(t151,((t97,t52))#J))))))))),((((((t68,((t29,t30),t38)),t43),(((t135,t127),t138),(t35,(t116,t153)))),(((t110,(((t21,t94),(t124,t128)))#H),((((t137,((t157,(t49,t64)),t122)),(((t131,t152),t8),t144)),((t104,(t53)#I),t67)),(#F,(#G,(t47,(t10,t18)))))),((t6,((t125,t23),(t86,t147))),t120))),t60),((t78,t150),((((((t140,((t109,t148),t82)),(t106,((t55,((t145,(t9,(t37)#A)),t81)),t85))),(t154,t130)),((t129,(t17,t119)),(#D,(t48,((((t90,t26),t33),(t93,t77)))#F)))),(#A,(t65,(t114,t59)))),(t149,(t112,t63)))))),(((t56,t134),(t4,t62)),((((t101,(t25,(t27,(t54,t113)))),(t84,t126)),(t36,t16)),((t11,(t98,t91)),((t100,((t1,t146),((t22,(t80,(t105)#C)),(t51,t45)))),(t89,(#E,t5))))))),((((t14,(t118,((t159,t42),(t72,t57)))),(((((t123,t28),t40),t39),(t41,t143)),(#J,((t160,t103),t102)))),t76),((t158,t95),((t71,((((t31,t156),t58),t7),((t133,t108),t92))),t24)))),((t155,t66),((t13,(#I,((t12,t3),t111))),t136)))","((t155,t66),((t13,(t111,((t12,t3),t53))),t136))"
160,10,22,"((((((t82,t17),((((t123,((t151,t54),t139)),t98),(((t70,t43),t104),(t147,(t143)#A))),(t154,t158))),((((t150,t81),(((t94,(t120)#H),t33),t40)),(t124,((t129,t18),t133))),((((t126,t68),(t121)#E),(t46,t49)),(t23,t75)))),(#E,(((t62,(t32,t140)),t88),((t79,t113),(((t87,t103),(((t107,t59),(#D,(t112,(#C,((t25,t136),t160))))),(t90,(t66,t159)))),(t135,((t12,t55),(t85,t19)))))))),((((t28,t157),(((t102,t146),((t56,t47),((t42,(t153,t145)),((t53,t72),(t50,t58))))),(t111,(t3,t6)))),(t69,(t65,((t110,t35),t138)))),((t16,(((((((t10,t45),(t4,t5)),(#B,t31)),t24),t39),(#I,((t22,t101),(t134,(t15,t92))))),(((t67,t61),t9),(t114,(t11,(t131,t142)))))),(((((t21,t34),(t152,(t115)#I)),((t149,t148),((t73,(t8,((t7,t155))#D)),t106))),(((t74,(t95)#B),t144),(t13,((t60,t77),(t41,t96))))),((t64,(t105,t27)),((((t44,t122),((t63,t2))#J),t78),(((((t137,t93),(t130)#G),((t141,t71),(t100,t30))),((t116,t84),(t89,(t37,((t119,t108))#F)))),((((t14,t97),(#G,(t118,((t26,(#H,(t52,t38))),(t117,t109))))),(t156)#C),(t20,(t128,t36)))))))))),((t99,(t57,t127)),(#J,(((t76,(#A,t48)),((t125,t51),((t29,t80),t86))),(((t1,t132),t91),(#F,t83))))))","((((((((t29,t86),t80),(t86,(t51,t125))),(t29,t80)),((t143,t48),t76)),(t83,(t91,(t1,t132)))),(t99,(t57,t127))),((((((((t90,(t159,t66)),(((t59,t107),((t160,(t25,t136)),(t7,t155))),t112)),(t135,((t19,t85),(t55,t12)))),t103),t87),((t113,t79),(t88,(t62,(t32,t140))))),(((t98,(t123,(t139,(t54,t151)))),(((t147,((t43,t70),t104)),(t158,t154)),(t82,t17))),((((t46,t49),(t121,(t68,t126))),(t75,t23)),(((t124,((t18,t18),t129)),t133),((t150,t81),(((t33,t120),t94),t40)))))),((((t105,t27),t64),((t69,((t138,(t35,t110)),t65)),(((t157,t28),((t102,t146),((((t72,t53),(t50,t58)),((t47,t56),t42)),t145))),((t6,t3),t111)))),((t16,(((t11,(t142,t131)),t114),((((t24,(t31,((t5,t4),(t45,t10)))),t39),((t92,t15),t134)),(t22,t101)))),(((((t73,t8),t106),(t148,t149)),((t115,t152),(t34,t21))),((((t122,t44),(t63,t2)),t78),(((t84,t116),(t89,((t37,t119),t108))),(((t118,((t117,t109),(t26,(t38,t52)))),(t97,t14)),t20))))))))"
160,10,23,"(((((((((((t72,t130),t13),(t68,t158)),(((t101,t81),((t2,(#C,t94)),t144)),(t111,t83))),(t77,(#A,(((t18,t32),(t44)#A),t110)))),((t22,t62),(t131,t57))),((t63,t159),(t126)#H)),((((t16,t17),(t76,(((t33,t107),t55),t46))),t12),(((t45,t49),t114),(t102,t135)))),(#D,((((t136,t85),((t117,t19),(((t154,(t29)#C),t80))#F)),(((t31,(t11,t37)),(t146,t152)),(((t39,t82),t30),(t155,(t69)#E)))),(((t156,((t71,t86),t78)),((t21,t9),t66)),(t151,(t153,t56)))))),(#F,((t47,t87),((((t27,t141),((t113,t5),(t121,t125))),(t137,(t127,(t41)#J))),(#I,(t1,t58)))))),((((((t10,t26),(#E,t108)),((t48,t112),t150)),((t50,((t36,t149),t20)),(t118,(((t43,(#H,t109)),(t75,t35)),((t7,(t67,t88)),(t98)#G))))),(((t73,(t79,t116)),(#J,(t122,t34))),(((t124,t123),(((t147,t90),(t74,(t93)#B)),t6)),t54))),((((t25,t95),((((t105,t28),(((t100,((t103,t99))#I),((t160,(t38,(t51,(((t119,(t40,(t138,t15))),(t157,t14)),t92)))),(t106,t143))),(t23,t3))),t84),(t145,(t115,t89)))),((((t97,(t128,t42)),t148),t142),((t132,t65),(t140,((t104,t70))#D)))),((t133,t134),(((t52,t61),((t64,t91),((t4,((t120,(#B,(t96,t53))),t8)),t24))),((t139,(t129,t60)),(#G,t59)))))))","(((((((t136,(t19,t117)),(t30,(t82,t39))),(t31,((t11,t37),(t152,t146)))),(t56,t153)),((((t102,t135),(t49,(t45,t114))),(((t77,(((t32,t18),t44),t110)),((((t72,t130),t13),(((t68,t158),(((t2,(t29,t94)),t144),(t111,t83))),(t81,t101))),(((t22,t22),t62),(t57,(t131,t131))))),((t159,t63),t126))),((t12,t76),(t16,t17)))),((t154,t80),((t87,(((t103,t99),((t1,t58),(t1,t58))),(t103,(t1,t58)))),((((t27,t141),(t113,t5)),(t125,t121)),(t137,t127))))),(((((t108,(t26,t10)),((t48,t112),t150)),(((((t7,t88),t67),((t109,t43),(t75,t35))),t118),((t36,(t149,t20)),t50))),(((t73,(t116,t79)),(t41,t34)),(t54,((t123,t124),(t6,(t90,t147)))))),((((t134,t133),((t52,t61),(((((((t93,t120),(t96,t53)),t8),t4),(t24,t24)),t91),t64))),(((t60,t129),t139),(t98,t59))),((t140,((t104,t70),(t65,t132))),(((((((t38,(((t92,((t119,((t15,t138),t40)),(t14,t157))),t51),((t92,((t14,t157),(t119,(t138,(t15,t40))))),t51))),t160),t100),(t23,t3)),(t106,t143)),(t28,t105)),((t95,t25),((t145,((t89,t115),(t115,t89))),t84)))))))"
160,10,24,"(((t100,(t15,t95)),(((t66,t75),t78),(t79,(t80,t151)))),((((((t31,(t120,(t127,t47))),(#B,(t113,t138))),(#D,(t45,t104))),((t128,((t70,(t123,t124)),t118)),((t81,(t121,t17)),(((t55,(t35)#B),t76),(((t68,t107),t144),(#G,(t152,t122))))))),(#C,(((t149,(t67,t135)),t18),(((t9,((t61,t58),t32)),(t8,t154)),(((t115,t77),t130))#E)))),(((((t139,t136),(t40)#J),(t4,(t109,(t1,t117)))),((((t37,t74),t56),(#E,(#F,(((t54,(t106,t44)),(t19,t156)),(((((t64,t30),t98),((t62,t150),(#I,((t60,t63),t51)))),t28),(t21,(t99,t116))))))),((t137,(t89)#F),(t102,t134)))),((((((t143,(t23)#D),t132),t7),((t114,t146),(t155,t92))),t110),((((((((t145,t97),t91),t101),t14),(t159,(#H,(t87,(t33,t82))))),(t59,(t133,t86))),((t90,t141),(#A,t10))),((((((t24,(t125,t41)),t12),t129),(t72,(t2,t105))),((t65,t34),((t160,t131),((t108,((t22,(t88,t3)),(t11,(t53,(t50,t71))))),((t16,((t112,(((t5,t94),t147))#C))#H),(t49,((t111,(t43,t46)),(t126,t48)))))))),((((((t69,(t96,t158)),(t26)#G),(((((t85,t29),(t153,t93)),t103),((((t157,t83),(t73,t38)),t142),(t25,t36))),#J)),t148),t27),((t140,(((t119,t57),(t13,(t42)#I)),t39)),(t20,(((t6,t84),t52))#A)))))))))","(((((t151,t80),t79),(t78,(t75,t66))),(t15,t100)),(((((((((t134,t102),t137),(t10,((t6,t84),t52))),(t141,((t20,((((((t42,t13),t119),t57),t39),t140),((((t69,(t96,t158)),t26),t148),((((t157,t83),(t38,t73)),(t142,(t25,t36))),(t103,((t29,t85),(t153,t93))))))),t27))),((t110,(((t7,(t132,(t143,t23))),(t146,t114)),(t155,t92))),(((((t145,t97),t91),t101),(t159,((t87,t82),(t112,(t147,(t94,t5)))))),((t86,t133),t59)))),((((t12,((t24,t41),t125)),t129),((t65,t34),((t160,t131),((((t16,t16),(t49,((t48,t126),((t43,t46),t111)))),((((t53,(t71,t50)),t11),(t22,(t3,t88))),t108)),(t49,((t111,(t43,t46)),(t48,t126))))))),(t72,(t2,t105)))),((((t8,t154),((t130,(t115,t77)),(t135,(t67,t149)))),((t81,((t17,t121),(((((t68,t107),t144),(t76,t55)),(t122,t152)),t35))),(t128,(((t124,t123),t70),t118)))),(((t45,((t120,(t47,t127)),t31)),(t113,t138)),t104))),(((((t37,t74),t56),t89),((t19,t156),((t106,t44),t54))),(((t28,(((t60,t51),t63),(t62,t150))),((t30,t64),t98)),(t21,(t116,t99))))),(t40,((((t136,(t40,(t139,t136))),((t4,t4),(t109,(t117,t1)))),(((t1,t117),t109),t4)),t139))))"
160,10,25,"(((((((t61,((t123,t150),t149)),((t28,t124),(((t7,t160),(((t157,(t21,t113)),((t23,t78),t129)),#I)),(t73,t117)))),(((t52,(t80,t135)),(t95,(t9,(#A,t142)))),(t151)#J)),((((t30,t105),t68),(t92,t51)),((t156,((t101,t8),((t85,t70),(t118,t144)))),((t148,t127),(t154,t116))))),(#G,(#H,(#E,(((((((t106,t6),t14),((t25,(t153,(((t32,t139),(t44,t49)),(#D,(t27,(t29,t17)))))),(t71,t42))),(t53,(t100,(t122)#F))),(t84,t134)),(#F,((t15,t65),((t3,t133),((t69,(t54,t119)),(t107,(t36,(t31,t121)))))))),(#C,(((t4,(((t46,t87),(t91,(t55,t138))),(t146,(t20,t59)))),(t143,t90)),((t97,(((t43,t57),t128))#G),(t75,(((t159,t58),t131),(((t88,t12),t40))#B)))))))))),((((((t152,t22),t11),(t130,(t79,t35))),t18),((t94,(t37,t109)),t66)),((((t24,(t48,t67)),((t19,t137),(((t60,t76),t72),(t158,(t112,t13))))),(t103,((t74,((t77,((t110,((t104,(t145)#A),t64)),t140)),t147)),((t89,((t16,t108),t111)),t45)))),((((t10,t86),t115),t56),((t38,((t63,t5),t132)))#C)))),(t34,((((t2,(t83,((((t155,t99),t81),(#B,(t114,(#J,t50)))))#H)),((t33,t62),(t141,(t47)#I))),(((t125,t102),(((t98,(t1)#D),t120),(t136)#E)),t26)),(((t93,(t82,t39)),(t126,t96)),t41))))","(t62,((((t56,(t115,(t86,t10))),t84),((((t43,(t57,t128)),t97),(t15,(t65,(t133,t3)))),(((t103,((t89,t45),((((t74,t74),((t24,(t48,t67)),((t132,(t63,t5)),t38))),(((t137,t19),(t60,((t72,t158),(t13,t112)))),t76)),(t147,(t77,((t145,(t110,(t64,t104))),t140)))))),(((t94,t66),t18),(((t35,t79),t130),(t11,(t22,t152))))),((((t41,(((t93,(t82,t39)),t96),t126)),((t141,(t83,((((t114,(t50,t151)),t155),t81),t99))),(t2,t2))),((t136,((t120,(t98,t1)),(t125,t102))),t26)),(((((((t146,(t20,t59)),t46),t87),((t138,t91),t55)),t4),(((((((((t17,t29),t27),((t44,t49),((t153,t6),t25))),(t71,t42)),(t32,t139)),t106),t14),((t122,t100),t53)),((t15,t65),((t3,t133),((t69,((t54,((t119,t36),(t36,(t31,t121)))),t107)),(t31,t121)))))),(((t143,t90),(t75,((t88,(t12,t40)),(t131,(t58,t159))))),(((((((t150,t123),t61),t149),((t28,t124),(t73,t117))),(((t78,t23),((t129,t47),(t21,(t113,t157)))),(t7,t160))),(t9,(t95,((t135,t80),t52)))),(((t116,t154),(t148,t127)),((t156,t156),(((t8,t101),(t70,t85)),(t144,t118))))))))))),(t33,(((t51,t92),(t30,t105)),t68))))"
160,10,26,"((((((t142,t85),(((t58,t125),(t96,t5)),(t15,(#J,((t97,(t98,(#E,t108))),(((t111,(t76,(t83,(t95,t28)))),(t156,(t14,t30))),((t155,(#F,((t48,t25),t113))),((t112,t34),t26)))))))),(((t132,t127),(#A,t43)),(t88,t110))),((t33,((t13,((t131,t74),(t101,(((t120,(t117,(t130)#F)),t102),t115)))),(((((t27,t63),t22),t143),(t154,((t61,t124),t128))),(t99,(((t6,(t45,t35)),((t18,(t123,t59)),(((t151)#E,(t118,t68)),(t56,(t3,t32))))),((t93,t11),t116)))))),(t52,(((((((t138,t92),t65),t121),(t55,t150)),((t29,t1),t86)),(#I,t87)))#H))),((((((((t141,t24),(t158,t31)))#I,t160),t19),((t66,t46),t51)),t89),((t40,(((((t81,(t2)#A),t122),((t146,t103),t84)),t104),t16)),(((((t133,t94),t137),(t4)#C),(((t135,(t23,t107)),((t79,(t71,t109)),t144)),((t77,t10),t129))),(t7,(t41,t72)))))),((((t139,t44),(#B,(((((t57,(t60)#B),(#C,t157)),((t75,t90),(#G,t149))),((t69,t148),t126)),(t47,t147)))),((t70,((t145,t100))#G),((t152,(t42)#D),t38))),((t67,((t82,t80),(t153,t78))),((t37,(#D,((t119,t20),t106))),(((t9,(t39,t54)),(t36,t105)),((((t49,t8),t53),(t140,t17)),(#H,((t50,(t136,(t73,t62))),((t114,(t64,t21)),((t12,(t91,(t159,t134))))#J)))))))))","((((((t37,t37),((t106,(t119,t20)),t42)),(((((((t17,t140),((t8,t49),t53)),(((t91,((t159,t134),(t159,t134))),t12),(t114,(t21,t64)))),(t87,(((t29,t86),t1),(((t121,(t92,t138)),t65),(t55,t150))))),((t50,(t73,t62)),t136)),((t39,t54),t9)),(t105,t36))),(((t82,t80),(t78,t153)),t67)),(((t152,t38),(t70,t70)),(((t47,t147),((((t57,t60),(t157,t4)),(((t100,t145),t149),(t90,t75))),((t148,t69),t126))),(t139,t44)))),((t40,t16),((t89,(((t51,(t46,t66)),t19),(t160,(((t24,t141),t158),t31)))),((t52,(t33,((((t99,(((t18,(t59,t123)),((t68,t118),((t32,t3),t56))),((t45,t35),t6))),((t143,(t22,(t63,t27))),(((t124,t61),t128),t154))),(t116,(t93,t11))),(((t131,t74),t13),(t101,(t115,(t102,(t117,t120)))))))),((((t43,(t132,t127)),(t88,t110)),(t43,(t127,t132))),((t85,t142),((((t58,t125),(t5,t96)),t15),(((((t26,(t112,t34)),(((t113,t25),t48),t130)),t155),((t156,(t14,t30)),((t111,t111),(t76,((t28,t95),t83))))),((t98,(t108,t151)),t97)))))))))"
160,10,27,"(((((t142,t72),t5),(t131,((((t49,t108),t122),((t14,((t57,((t3,t7),t102)),((t34,(t2,t69)),t88))),((t98,t106),(t159,t35)))),(#J,(t6,t48))))),(((((t43,(t56,t158)),((t92,t143),(#G,(t133,t32)))),((((t10,t84),t61),(t140,(t26,(#E,(t74,(t144)#H))))),t146)),(((t54,t40),(#A,t38)),((t77,((t109,t19),(t65,(((t104,t128),t21),(t70)#B)))),((t118,t66),(t147,t105))))),(t129,(((t85,t8),(((t37,t89),(((t90,t130),t18))#J),t30)),t138)))),((((t24,(t116,(t52)#I)),(((t114,t36),(t110,t80)),(t117,(((t71,t9),t94),t152)))),(t82,t64)),((((((((t151,(t111,t4)),((t46,(t1,t148)),(t135,t134))),(t83,((t23,t81),(t73,t45)))),(t76,(#D,((((t149,t41),(t22,t124)),(t139,t53)),((t59,t67),(#F,t95)))))),((t132,(((t25,t115),((t20,(t79)#F),t150)),t51)),t47)),(((t86,t126),t123),(#C,((((t141,t100),t11),(t155,t119)),((t60,((t58,(((t120,t42),t17))#D),(t13,(t16,t153)))),t113))))),((t96,(t107)#A),(((t157,(((t125,t63),t137),t103)),(t87,(t93,t112))),((t101,t91),(t154,((t62,(t44)#C),(t33,(t68,t156)))))))),((t28,(t78)#G),(((((t75,t99),(t50,t29)),(((t160,t121),t127),(#H,(#B,((t136,(t39,t15)),t12))))),((t55,((#I,t31))#E),t97)),(t27,t145))))))","((((((((t49,t122),t108),(((t98,t106),(t35,t159)),((((t69,t2),t34),t88),(t57,((t7,t3),t102))))),t14),t131),(t5,(t142,t72))),(((t129,t138),(((((((t90,t130),t18),(t89,t37)),t85),t30),t8),t8)),(((((((t54,t40),(t40,t54)),((t40,(t54,t54)),(t38,t38))),t77),(t147,((t105,t118),t66))),((((((t109,t109),(t70,(t128,t104))),t65),t70),t19),t21)),((t146,((((((t52,t31),t74),t26),t140),(t61,(t10,t84))),((t32,t133),(t92,t143)))),((t43,t43),(t158,(t56,t56))))))),((((((t117,(((t9,t71),t94),t152)),((t110,t80),(t36,t114))),((t116,t24),(t82,t64))),(((t145,t27),(((t97,t55),(t75,t99)),(((t121,t160),t127),(((t136,t136),(t12,t144)),(t39,t15))))),(t78,t28))),((t96,t107),((((t154,((t156,t68),t33)),(t44,t62)),((t157,((t63,t125),(t137,t103))),((t112,t93),t87))),(t91,t101)))),(((((t113,((t13,t16),t153)),t58),t60),(((t155,(t11,(t100,t141))),t119),((t86,t126),t123))),(((t51,((t25,t115),(t150,(t79,t20)))),t132),(t47,((t83,((t45,t73),(t81,t23))),(((((t1,t148),t46),(t135,t134)),((t111,t4),t151)),((((t17,t17),(t17,(t42,t120))),(t42,t120)),((t76,t76),(((t67,t59),t95),(((t53,t139),(((t22,t124),t149),t41)),((t53,t139),((t41,t149),(t22,t124))))))))))))))"
160,10,28,"((((((((t90,(t48)#D),t4),(((t82,t150),((t65,(t101,t140)),(t3,t142))),t35)),(((t61,(t23)#C),t11),(((t120,t71),t96),((t83,t31),t41)))),(((t85,t50),((t2,t151),t62)),((((t100,(t6,t8)),t20),((t99,t86),((t14,(#I,t135)),(t21,t112)))),((t115,(t124,t109)),((t45,(t104,((t89,t77))#F)),(t7,t17)))))),(((((t105,(t152,(t130,(t53,t110)))),t57),(#E,((((t154,t155),t137),t81),((t76,(t78)#G),t133)))),(((((t59,(t108,t37)),t24),(t49,(t95,t54))),(t42,t79)),((t32,(t12,t98)),((t91,(#A,t122)),t113)))),(((((t146,t44),(t15,t66)),t149),((t1,(#B,(t25,t147))),((t51,t38),(t139,t80)))),((t127,t121),(#C,(t93,t75)))))),((((t68,((t125,t160))#A),(t138,t46)),((((((t106,(t63,t131)),((t40,t117),(t136,(t87,((t43,t126),(t145)#J))))),t141),(#J,((t18,t84),t5))),((t58,t70),((((t156,(t10)#I),t74),t129),(#G,(t36,(t97,t52)))))),(((((t88,t47),(t118)#E),t102),(((t26,t56),t153))#H),((((((t33,(t159)#B),t111),t28),t107),t64),t73)))),((t123,t19),((t119,((t27,t157),(t72,t9))),((t55,t39),(t132,(t114,(((t60,t134),(t94,t16)),t144)))))))),((t29,((t22,t92),(t158,(#F,((t69,(t67,t148)),(t128,(t13,t103))))))),(#H,(#D,(t34,(t116,(t30,t143)))))))","((((((t92,t22),t158),((((t89,t77),(t67,t148)),(t128,(t13,t103))),t69)),(((t56,t153),t26),(t48,((t116,(t30,t143)),t34)))),t29),(((((t122,(((t133,t76),(((t155,t154),t137),t81)),(((t152,((t53,t110),t130)),t105),t57))),((t32,(t98,t12)),((((t42,t79),(((t37,t108),t59),t24)),((t95,t95),t54)),((t49,t49),(t54,t95))))),(((t127,t121),(t23,(t75,t93))),((((t66,t15),(t146,t44)),t149),((t1,(t25,t147)),((t80,t139),(t51,t38)))))),((((t50,t85),((t151,t2),t62)),(((((t8,t6),t100),t20),(t99,t86)),((((t17,t7),(t45,t104)),(t115,(t124,t109))),((t21,t112),t14)))),(((t90,t4),((t82,(t65,(t140,t101))),t35)),((t61,t11),((t96,(t71,t120)),(t41,(t83,t31))))))),(((((t73,t73),((t64,((t107,((t159,t33),t111)),t28)),t102)),((t125,t160),t68)),(((t70,t58),((((t97,t52),t36),t78),((t156,t74),t129))),((((((t131,t63),t106),(t40,t117)),(((((t126,t126),t43),t145),t87),t136)),t141),(t84,t18)))),((t123,t19),(((t132,((t144,(t134,((t60,t94),t16))),t114)),(t55,t39)),(((t72,t9),(t27,t157)),t119))))))"
160,10,29,"(((((t12,(t115,t142)),((t158,t111),(#C,(t27,(t136,t137))))),(t18,t132)),(((t60,t92),(t121,t160)),(((((t150,t78),t30),t100),((t148,(t88,t32)),(t104,((t47,(t96)#B),t9)))),(((t41,(t35,t24)),(t67,t1)),(((t101,t89),t17),(#G,((((t22,t31))#G,(#D,(#F,((t29,(t25,t107)),t85)))),((t98,t125),(t34,t39))))))))),(((((((((((t68,t72),(t59,t109)),(#E,t38)),(t122,t82)),(((t73,t20),t63),(t146,t159))),((t70,((t69,t112),(t130,t8))),((t54,t127),t128))),((t106,(t76,t97)),(t153,((t126,(t26,t48)),t103)))),((t61,t33),(t43,(t44,(t62,(t3,t144)))))),((((t11,(t102)#C),t95),(#J,t16)),t151)),(((t65,(t108,(t4,(t157)#J))),(((t52,t42),(t2)#H),t84)),((((((t154,t140),t156),t75),(((((t105,(t114,(#I,t14))),t87),(t141,t86)),(t119,((t90,t51),(t55,t149)))),((t118,(t124)#A),(t5,t123)))),(t91,t10)),(((t23,t94),t135),(((t58,t116),((t131,((t138,t155),(t134)#D)),(t37,t71))),((((t120,t74),(((t99,(t129,t79)),(t117,t45)),t49)),(t6,(#B,(((t113,t46),t143),(((((t56,t15),(t36,(#A,t80))),(((t57,(t139,t110)),t66))#F),(t21,t13)),((t77,(#H,t7)),t50)))))),(((t152,((t145,(t147,(t133)#E)),t64)),(t83,t81)),(t40,t53)))))))),((t19,(t93)#I),t28)))","((((t28,t19),(t19,t28)),(((t132,t132),t18),((t12,(t142,t115)),((t102,(t158,t111)),(t27,(t137,t136)))))),((((t160,t121),(t92,t60)),((((t9,t47),t104),((t32,t88),t148)),(((t30,(t150,t78)),t100),((t22,t31),(((t101,t89),t17),((t125,t98),((t39,t34),(((t29,(t25,t107)),(t85,((t57,(t139,t110)),t66))),t134)))))))),((t16,((t11,t95),(t95,t11))),(((t43,(t44,((t3,t144),t62))),(t33,t61)),(((t76,t97),(t153,((t26,t48),(t126,t103)))),(((((t20,t73),t63),(t146,t159)),(t122,((t38,((t68,t72),(t109,t59))),t82))),(((t8,t130),(t69,t112)),t70)))))))"
160,10,30,"(((((t154,(#D,(((t84,((t30,(t142,t48)),(t91,t92))),(t103,t2)),(t124,t67)))),t50),(((t93,t140),((((t89,(#J,t99)),(t44)#G),t151),(t136,t128))),(((t27,(t152,t119)),t63),((t69,t111),(t145,t120))))),(((t150,(t55,(t36,t4))),((t61,t12),t11)),(((t20,t90),(((t113,t24),t138),(((((t141,(t17)#I),t155),t87),t71),t86))),((t137,((t157,t122),(t121,t146))),(((t74,t18),(t75,(t159,t5))),(((t130,t37),t123),((t81,t54))#A)))))),((((((((t62,t22),((t106,t78),t57)),(((t3,t95),t72),(t148,t153))),t108),(((t83,((t19,(t104,((t64,(t94)#E),t100))),(t1,(#A,t52)))),(((t29,t21),(((t77,t13),t117),t47)),((t23,t116),((t97,t7),(t135,t96))))),(#H,((((((t8,(t158,t33)),t26),((t35,t105),((t25,(t126,(t16,(t60)#D))),((t129,((t115,t49),((t112,t14))#J)),t15)))),(#C,((t144,(#F,(t109,t98))),t160))),((t46,t41),t127)),(((t76,t147),((t132,t6),t66)),(#G,(t68,((t53,(t131,((#I,t58))#C)),t56)))))))),((((t80,t59),(t9,(t45)#F)),t149),((t143,((t110,t70),(t65,t79))),t38))),((((t51,t42),(t114,(t118,t34))),((((t28,t40),(t134,t73)),(((t39,t139),t85),(((#B,t32),(t125)#B),t156))),((t43,t107),(t82)#H))),(t10,t31))),(#E,((t101,t133),(t88,t102)))))","(((((((t24,t113),t138),(((t87,(t141,t155)),t71),t86)),(t20,(t90,t90))),((((t74,t18),(t75,(t159,t5))),((t130,t37),t123)),(t137,((t157,(t121,t146)),t122)))),((t120,t145),(((((t69,t111),((t136,t128),(t128,t136))),(t151,(t44,t89))),(t140,t93)),(t63,((t119,t27),t152))))),((((((t43,t107),((t40,t28),(t134,t73))),(((t39,t139),t85),(t156,(t125,t32)))),(t51,t114)),(t31,t10)),(((t133,t101),(t88,t102)),(((t149,((t45,t9),(t59,t80))),((((t79,(t110,t70)),t65),(((t70,t110),(t79,t65)),t143)),t38)),(((t72,(t95,t3)),(t153,((t57,(t78,t106)),(t62,t22)))),((t82,((((t96,t135),(((t23,t116),(t97,t7)),((t117,(t77,t13)),t47))),((t21,t29),t29)),((t83,((t19,t104),(t64,t94))),(t1,(t52,(t81,(t54,t81))))))),(((t147,t76),(t6,t132)),((((t56,t53),t131),t68),(((t46,t127),t41),(((((t15,(t129,(t115,(t112,t14)))),t49),(((t16,t60),t126),t25)),t35),((((t158,t8),t33),t26),(((t58,t17),(t58,t17)),(t160,((t98,t109),t144))))))))))))))"
