n,r,network_nr,network,gene_tree
80,15,267,"((((n2,z))#B,w),(((((c2,(((l1)#L,t1),((e,z1),f))),f1),((b3)#H,(((((((((q1,((v2,p),b)))#A,(#H,(z2,s1))),h1))#C,(k,i)),(((((n,(k2,o1)),b1),e2))#M,u)))#F,(p2,(s2,d2))))),((((((w2,u2),(#F,(m1,(i1,t)))),a1),(((((((v)#I,m))#O,a),o2))#D,((j1,r2),(e1,(d1,k1))))),((i2)#E,(((q2,c),((#I,(y,h)),((((g,m2))#K,(p1,((x1,y2),(#A,g1)))),(f2,((d)#N,h2))))),(((#D,r1))#G,(n1,(#N,t2)))))),(g2,(#L,(#E,(a2,s)))))),(((u1,(#B,x)),(#K,(j,v1))),(((q,x2),((((c1,l2),j2),w1),(r,l))),((y1)#J,(b2,(a3,(#M,(#G,(#O,(#J,(#C,o))))))))))))","(((((t1,o2),w2),((t2,(y,o)),(b1,h))),(((((v1,(w,h1)),p),(((m1,q),x2),(g1,(s2,b3)))),u2),(n,(l,r1)))),(((((((d,d2),(s,a)),((z1,k),q1)),d1),(i2,g)),((i,((c1,((b2,z2),(k1,(a2,j1)))),(((((c2,u1),((n2,j),e)),(((g2,((r,y2),v)),(z,u)),((w1,i1),(c,s1)))),((k2,v2),x)),(a3,t)))),(((((y1,(a1,f2)),o1),e1),((n1,(l2,f)),(e2,f1))),((((l1,p1),(m2,j2)),(r2,x1)),((m,b),(p2,h2)))))),q2))"
80,15,268,"((t1,((((i2,((((x,(k,((u)#I,q))),z))#G,(((i)#A,(((b,s1))#J,h1)),(((p2,r2))#K,g1)))),((n1,(g,((l2)#H,z1))),v1)))#L,((l1,((((x1,r),(((((c1,(#H,(z2,o2))))#E,((((a3)#F,m2))#B,q1)))#N,(#L,x2))),(((e,(#N,s)),(f1,i1)),((b2,(m,w)),(o1,(w1,b1))))),(#K,(((((e1,j2),(p1,k2)),((c,d1),(((q2,t2),v2),((o,u1),(#J,w2))))))#C,((#B,t),(k1,n2)))))),(#F,(y1,((y,(p,(((b3,(s2,(f,(c2,(#C,y2))))))#D,d))),(#I,(((n,(g2,(#G,h))))#O,(j1,d2))))))))),(#A,((#D,(((r1,(f2,e2)),(#O,(#E,((a1,((h2)#M,u2)),(((#M,v),j),l))))),a2)),(a,m1))))","((((((((x1,m1),b1),b3),o),(((n1,h2),((k,t1),i1)),(j1,b2))),((h,(u2,j2)),((v,m2),((((i,r),y),(s,(((w1,a2),o2),l2))),(i2,(k2,u)))))),(a,e)),((((((y1,n),g2),t2),a3),(x2,(z2,w))),((((s1,q2),v1),(((g,f2),p2),f1)),(((n2,(m,d)),(p,w2)),(((z1,((c2,k1),a1)),((q1,g1),(l1,(d2,(d1,p1))))),((((c,o1),(((h1,u1),t),y2)),((e1,((((c1,l),f),v2),x)),(e2,(z,s2)))),(q,((r2,r1),(j,b)))))))))"
80,15,269,"(((((((((m2)#K,u2),(h1,(f2,s))))#J,(q1,(k2,(((f1,(((w1,k1))#C,v1)))#F,z2)))),((i2,c2),d2)))#N,((((((((q)#H,(p2,e2)),((b1,b3),(g1,((s1)#E,d1)))),(g,l)))#D,(((z1,p),((j1,((y1)#I,i1)),(#I,(v,o)))),((b2)#L,r))))#M,(((m,(((l2,x),(w2,((g2,d),(#M,(y2,(c,n2)))))),b)))#G,(((x1,a),((t,h),l1)),(t2,((m1,r1),(z,(((w,k))#B,j)))))))),(#D,((((o2,((a3,(t1,n)),(#K,((#B,r2),(f,c1))))),((s2,(a1,j2)),((y)#A,u1))),(a2,v2)),((#C,(#F,(((x2,e1))#O,e))),(((h2,(#H,(#E,((i,(#L,u)),(#A,(#G,o1)))))),n1),(#J,((#O,p1),(#N,q2))))))))","(((((b3,(j2,b)),(((a,((n,(g1,(c2,r1))),e1)),((f2,(s,n2)),(((m1,v),m2),l))),((((j1,p1),g),((v1,a1),h)),(i2,x1)))),(((e,(t2,(y,w2))),((u,((n1,c1),(q1,m))),((f,r),a2))),(k1,((h2,(z,d2)),(p2,(s2,r2)))))),((g2,i1),(s1,t))),((((o,(((q2,f1),(p,u1)),((q,(b1,y1)),(x2,v2)))),(((z1,c),(l1,l2)),(((k,d),(a3,j)),((((k2,o1),y2),w),((t1,b2),u2))))),((d1,h1),((i,e2),(z2,(x,o2))))),w1))"
80,15,270,"(((((g,r2),((s2)#K,(((t2,(l1,w1)))#I,o2))))#F,(j1,a1)),(((k2,(((((a2,e2),(x2,((c)#M,c2))))#H,((d,f),(d1,(b,(x,j2))))),((q2)#C,((m,(#M,(s,((i2)#E,l)))),((((p,p2),f2),s1),g1))))),(((((m2,v))#N,((z2)#L,(#N,k1))),(((#C,(#F,f1)))#B,v2)),(i,n))),(#I,(((((b1)#D,u),((y1)#J,(((u1,w),((t,b2),c1)),(o,(#D,r))))),((((n1,u2),((l2)#G,((n2)#A,h))),q),((((#G,(#A,k)),(e,y)),(((p1)#O,(#O,(#K,((v1,x1),m1)))),((r1,h1),e1))),(((z,a3),(o1,z1)),(q1,((b3,w2),(#H,(j,(d2,(t1,i1)))))))))),(#J,((g2,y2),((#L,(#E,h2)),(#B,a))))))))","(((((((((l1,y1),(d,(j2,r))),(w,p)),(p2,((q2,d1),n1))),(((c,f),b3),(((o,k),l2),d2))),(((w1,i1),i2),(h2,b))),((o1,a2),((((w2,g2),(r1,(x1,c1))),(m1,q1)),(n2,v2)))),((((a1,(b1,(a,t))),((j1,(t1,o2)),v1)),(((f1,(g,h1)),((z2,i),(b2,q))),(u,z))),((k1,((s2,y),s)),((((x,e),(x2,p1)),m2),e2)))),((((h,(a3,r2)),((j,e1),(k2,u1))),((g1,u2),(y2,f2))),((s1,v),((n,(c2,m)),(t2,(l,z1))))))"
80,15,271,"((((((a3,(t,i2)))#I,((h,((z,a2),p)),f)),(j1,s1)),(a1,((((q,x1))#G,c1),(#G,i1)))),(((((((b1)#D,k))#C,w2),((c)#E,u1)),(s,(g,(#C,q2)))),(((s2)#B,((w)#J,(((d,w1),z1),(l,t1)))),((((x,(h1,((o2)#O,((((d1)#A,n))#N,g1)))),(((o1,(#D,u)),f2),y1)),(((g2,(z2,(r,y2))),((((p1,((((m,((#O,t2),b)),((((#B,m2))#H,((j2,((n2)#L,f1)),p2)),u2)))#F,h2)),(((b2,(k1,e1)))#K,((r2,q1),(r1,((v,x2),m1))))))#M,(#F,((e2,v2),d2)))),(#N,a))),((((b3,(#K,(i,n1))),(#A,(v1,(l2,(#E,c2))))),(#I,(#M,j))),(#H,((o,(y,l1)),((#L,(#J,k2)),e))))))))","((((f1,k2),a),(o2,(z,s))),(j2,((((((w2,(z2,h1)),((g1,b2),(l1,t2))),((t1,d2),((n1,n),r1))),((((k1,((((c2,(j1,b)),f2),(p,r2)),(((m2,a1),(l2,m)),(c1,f)))),((a2,z1),(g2,(q1,q2)))),((i1,(i,(x2,u))),u2)),((x1,((b3,(w,m1)),(((v,n2),p1),(p2,((h,d1),y2))))),o1))),(((a3,(x,(e,y1))),(y,t)),((((c,(g,u1)),(i2,(e2,j))),(h2,q)),(r,b1)))),((s2,((l,k),e1)),((o,(v2,(w1,s1))),(v1,d))))))"
80,15,272,"((b2,((((((d2,((w)#E,x2)))#M,(m2,l1)),i),((((((((m1,b1),((t2)#F,p1)))#G,(a1,z)),((g)#A,(((((z1)#J,(z2,(#E,i1))),v2),(h,s)),((p,(y2,g1)),q)))),((y,k2),((r1)#O,(g2,((y1,x),((l,l2),(h1,v))))))))#K,((((n,p2),u2))#C,(f,q1)))),((((t,(#J,(#F,c1))),(#C,(c2,(((e,b3),(((m)#N,(((u,h2),x1),c)),o2)),(#G,a2))))),(#M,((s1,o),(((((f1)#D,w1),(w2,q2)),(#K,r)),((o1)#L,((d)#H,k1)))))),((j,(j1,(b,((e2,n2),s2)))),(r2,(#O,d1)))))),((#A,(((i2,(((#N,a3))#I,((v1)#B,(#B,u1)))),(#D,(f2,j2))),(e1,((#I,n1),(#L,a))))),(#H,(k,t1))))","((((((r,(k1,x1)),(q1,(d1,(e2,k2)))),o2),(((d2,((r2,o1),t1)),(w1,g2)),((((f1,l2),k),((g,u2),((e,b1),(t2,c2)))),(v2,(g1,(n1,b)))))),((p1,((p,n),(((p2,f2),(c1,(c,t))),(w2,z2)))),(i1,(((q,q2),(h,z1)),((m2,(e1,(w,(h2,j)))),(z,(h1,s))))))),(((((i2,(r1,o)),(a1,a2)),l1),(u,(v1,b2))),((((n2,y1),(((j1,(v,(f,d))),(y,s1)),(y2,b3))),((((l,(m,a)),(m1,(i,u1))),(x2,a3)),(x,j2))),s2)))"
80,15,273,"(((((o1,r),((((k2,o2),w1))#C,t2)),m1),(((h2,(y,o)),(e,(q,d1))),((((f,f2),s),(((w,f1))#N,((x2)#F,x1))),(#C,(q1,((((r1)#K,b))#O,(n,((a3,(b2,k)),((j1,v1),(c2,((((((u2)#I,(q2,((((w2)#J,y2),d),(p1,l2)))))#G,((b3,(((n1,x))#H,a)),i1)))#B,((u1)#L,s1)))))))))))),((((((v,(e1,z2)),l))#A,d2),n2),(#N,((#G,((((((((t,m),l1))#M,t1))#E,((z1,h),(m2,(((y1,v2))#D,(#A,((c1,(#J,u)),(c,(r2,a1)))))))),j2),(#D,p))),(#M,((#H,z),((s2,(#K,(#B,((h1,(#O,g2)),j)))),(i,(g1,(((i2,e2),(#L,k1)),(#F,((#I,g),(a2,(#E,(b1,p2)))))))))))))))","(((((a2,h1),((e1,s),(w2,r1))),((((y1,s2),s1),(b2,(b1,(o2,w1)))),(((q1,g1),(b3,t1)),(((c1,(h2,f2)),((((a,t2),y2),d),n)),(((c2,((h,k2),l1)),(r,j2)),((f,x1),z2)))))),((k1,(i1,(((w,z1),(p2,(l,i))),e))),((p1,v2),c))),((((((u1,f1),((i2,l2),y)),(n2,m2)),(((m,v1),((o,n1),((m1,z),e2))),o1)),((x2,b),(v,a1))),((t,x),((((d2,(j,r2)),a3),((g2,q2),((q,(u,p)),(g,d1)))),(u2,(k,j1))))))"
80,15,274,"((((((a3,(((((((((j)#A,s2))#O,t2),(x2,y2)),(t,((((g)#B,(d,((w1,l2),((((b1,g2),y1))#D,(i,((((w,(u2,(q1,f))),i1))#N,b2)))))))#J,r))),((k,t1),((u,(n1,(((d2,(((#B,(r1,z)))#H,x1)))#K,u1))),(f1,s1)))))#F,j1)),(#N,e)),(q2,o1)),(((v1)#L,h),((p,m),k2))),(h1,(#H,(#D,((((w2)#G,c2),d1),(((#J,(((v,s),g1),e2)))#I,e1)))))),(#A,(((z1)#C,(((y)#M,(#L,(#M,(c,(b3,r2))))),(#G,(((((#K,a1),q),((((o,(((a,(v2,c1)))#E,b)),h2),(n,p1)),(m1,i2))),(#I,(#C,x))),(((((l,k1),n2),(z2,l1)),f2),((#F,m2),a2)))))),(#O,((#E,o2),(j2,p2))))))","(((((e1,((c,t),y)),((u2,x1),(i2,((o2,n1),t2)))),((((v1,w),((i,m),((w1,(k1,(((r1,q1),((w2,h),(y1,x2))),c2))),j2))),((((c1,m2),(g,(m1,k2))),(b2,(s2,b3))),((v,p1),n))),((((g1,k),u1),z2),(b1,d)))),(((((l,(d2,e)),(((a3,i1),(l1,((a2,f),(((r2,h1),q),t1)))),(s1,f1))),(((u,y2),p),p2)),((v2,x),((((g2,h2),a),e2),r))),z)),((b,((s,d1),(n2,j))),((q2,f2),((j1,o),(z1,((l2,o1),a1))))))"
80,15,275,"((((((e,z1),((((((t1)#F,((((((s,h2),(t,(r1,x))))#N,((a)#C,(t2,q2))))#M,(((((u1,(e2,(j,z2))),(w1,s1)),(((m1,c1),i),(l,(#F,g)))))#E,((w2,l2),((m,y1),(g2,k1)))))),(((b3,((r2)#K,k)))#J,b)),p1))#B,v)))#G,(c2,(x1,e1))),(((#E,(#C,(#B,(n2,(s2,z))))))#D,(((o2,(#K,a1)))#I,(#J,((((u,d2),(b2,m2)),i1),a2))))),((((x2,(#N,r)),p))#A,(((((((o1,(#A,l1)),y2),(k2,w)),(((d1,(#D,f)),v2),j2)),((j1,((o,(n,((v1)#L,n1))),u2)),(((((h)#O,q),(f2,g1)))#H,(#L,(#M,(c,i2)))))),(#H,(b1,d))),((f1,(p2,(h1,q1))),(#G,(#I,(y,(#O,a3))))))))","((n2,((((((g2,(f2,g)),(q1,k)),(b3,(h2,(b2,e)))),(a2,t)),((((d1,r1),k1),(o,(w1,i))),(z,(o1,a)))),(((((((y,w2),i1),(((s2,l2),(j1,e2)),h1)),(m2,(l1,a1))),((h,(t2,(((r,z1),(p1,q2)),p2))),((((j2,f),m),c2),((x,o2),u1)))),(i2,(u2,z2))),(((y2,(y1,x1)),s1),(((v,c1),(x2,(l,c))),((m1,(w,p)),((j,n1),g1))))))),(u,((k2,(r2,b1)),((v2,((q,t1),v1)),(((s,d2),(d,n)),((b,e1),(a3,f1)))))))"
80,15,276,"((((((c1)#L,((m1)#K,u2)))#I,t1),(((r2,i))#N,w1)),((d1,((e)#C,((a1,(((b1,q1))#J,z1)),(((e1,(#L,(i1,w2))),(x2,d)),((p,(b3,w)),(q2,i2)))))),((((((#C,n2))#G,c2),(l1,(#G,((v1)#H,(((s,x))#F,v))))))#B,((t2,((((((((((p1,o),((h)#M,((k1,r),(d2,(o2,v2))))))#E,a),(#N,g)),(j1,r1)),(#I,((j,(o1,e2)),(s2,h2)))),(((#F,(#E,s1)),x1),((l)#D,(c,m2)))),((f,((#K,(f1,(#H,(u,b)))),(((g1,(f2,(z,y2))))#A,((u1,p2),(l2,j2))))),(#A,y1))),((g2)#O,(#O,(((#J,(#M,t)),(#D,a2)),(k2,a3)))))),((#B,(b2,m)),(((q,n1),(z2,k)),(h1,(n,y))))))))","((((((x1,((h1,(t2,j1)),y1)),(e,i2)),(j2,a1)),((d2,k2),(c2,(n2,f)))),(y,v2)),((((((((j,d),((p,u1),o2)),i1),((h2,((o1,((n1,(w2,m2)),p1)),i)),((((s1,(t,k1)),(a3,x2)),((l1,(g1,t1)),v)),((l2,(b1,r2)),((g,u),e1))))),((m,a),(((f1,q),(v1,g2)),(((z,b),(((a2,h),(y2,r)),e2)),((s2,f2),r1))))),(w,p2)),((o,q2),((x,u2),(w1,s)))),((b3,((z1,n),(q1,d1))),((k,(((z2,c),m1),(b2,c1))),l))))"
80,15,277,"(((i1,((w1)#L,((d2,c),j1))),(((((((((s2,h1),(((v,a3))#C,z2)),(q,((r1)#B,y1))),(((b2,a1))#M,(r,u2))),(o2,b3)))#D,((a2,b1),(#M,i2))))#A,((((u)#E,((x1)#F,j)),c1),((m,e2),((u1)#G,(((o1)#J,x),((((t1,k1),c2),(n,(((s1,(i,w)))#K,(#F,(((p2,q1),(#J,t)),b))))),(m2,((e)#N,l))))))))),(#E,(((((p1)#I,((#L,z),(a,z1))),(#I,((((f1,l1),r2),v2),((x2,y2),v1)))),(((h2,g1),((((n2,f2),(#G,m1)))#H,(#A,n1))),e1)),(((o,((f,k2),p)),(#K,(((l2)#O,(#B,y)),(#C,(#N,t2))))),(((d,(h,(#D,g))),(q2,g2)),(#H,(((#O,d1),k),((s,j2),w2))))))))","((s,(s2,(h2,(j,(g2,o))))),(((a1,e2),(a3,(((c2,x1),q1),i))),((((q,f2),((s1,(d1,t1)),v1)),((r2,b3),a)),(((((((c1,r1),o2),(p1,d)),m),(((e,h1),n1),w1)),(((((l2,x2),v2),(y1,w)),((((o1,l1),(b1,(g1,u2))),(((g,j2),z1),((f,l),u1))),j1)),((((t,z),f1),(r,(v,h))),((((i1,w2),b),((((m2,u),q2),i2),m1)),n)))),(((((k,k1),(b2,y2)),k2),((z2,c),d2)),(((p,e1),(((x,n2),p2),t2)),(a2,y)))))))"
80,15,278,"((((((f1,(u1,s1)))#I,((((((((((k1,((((f)#M,a1))#H,(j,((a)#N,(((p1,n2))#K,o2))))))#O,((j1,c2),e1)),((g2)#E,y)))#A,(s,o)))#L,d2))#C,((((h1,(b2,u)),(((((h2)#J,n1),k2),d1),(#O,(#H,t)))),x1),(#K,(h,(r,((n)#F,z2))))))),(((c1,r2),(#F,(i,(x2,b)))),(((e,a3))#D,((g,j2),o1)))))#B,(((#C,((d,w),(#L,z))),(#E,(l,((a2,z1),q2)))),((b3,(q,t1)),(f2,((((((#M,w2))#G,(s2,e2)),(#A,(t2,(y2,c)))),((((v1,(i2,v2)),(#J,x)),(((q1,(i1,b1)),g1),m1)),(w1,(m,l1)))),(#N,(((((r1,(#B,l2)),(p2,k)),(#D,(m2,(#I,(p,v))))),u2),(#G,y1))))))))","((((w,m2),(f,d1)),((b1,u),e)),(((((((i,i2),w2),((d2,(c2,h)),(i1,b))),(m1,(b2,h2))),(c,(f1,g2))),((y,(((s1,z1),(a,v)),r1)),(r2,(p1,n1)))),((k,((((k1,(((o,v1),l1),(m,g))),((j,d),(h1,x))),(s2,y2)),((q2,z2),((c1,u2),(n2,y1))))),(((l,a3),(j2,l2)),(o1,((((((z,g1),w1),(n,(r,p2))),f2),(s,(e1,(t2,t1)))),(((q,(a2,a1)),((u1,o2),(b3,(t,x1)))),((j1,(p,(e2,k2))),((v2,x2),q1)))))))))"
80,15,279,"(((((((d)#E,x),o),t2),(e,(k2,z2))),((((n)#C,(((a3)#G,w),(#E,((s2,(((v1,u2),((t)#L,h)),m)),y2)))),(z1,(w1,c1))),((((((f2,d2),r))#O,j1))#N,((((((j2,k1),(a2,(((((n2,f),((d1)#D,e2)),(c2,(((m2,(#C,v2)))#B,k))),r1),b))),q),((b2,(g2,t1)),a1)),(((z)#J,m1),c)),(((j)#A,p),((g)#I,(u1,((i2)#F,p2)))))))),(((#L,u),(y,w2)),((b1)#M,((((e1,((((i1,(#O,((q1,b3),(#D,(o2,(#G,l2)))))),(#N,(((#B,s),(#J,(l,g1))),f1))))#H,(h2,(h1,s1)))),(((v,((a,(#F,y1)),(#I,i))))#K,(n1,p1))),(r2,q2)),(#H,(#A,((#M,x2),((x1,o1),(#K,l1)))))))))","((((l1,(j,n1)),(e1,((((((z,u),(t2,o)),(s1,(q,d))),m),(g2,((v1,v2),e))),((((y2,r1),(j1,(c,a1))),o1),x1)))),(((((b,k2),w1),(((i,t),u1),(m2,d1))),(((y1,r),(((g,w),d2),i1)),p2)),(o2,k))),(((((q1,c2),(z1,m1)),((g1,f1),((r2,s2),((w2,(k1,h1)),x)))),(h,(x2,v))),(((((z2,i2),t1),(u2,p1)),(c1,n2)),(((n,f),((l2,s),(f2,((a2,h2),q2)))),((((b2,b1),p),((a3,j2),((y,(e2,a)),l))),b3)))))"
80,15,280,"(((((q,(r,b)))#H,q1),a3),(((((((d1)#K,j2))#E,((u)#C,i)),((k2)#B,l2)))#N,((((((s1,(((l,((j1,(i2,y)),((u1)#J,((((((g,((o)#A,((z2)#F,(e1,e)))))#I,(d,(#C,((c2)#L,x1)))))#M,i1),b1)))),((n1,z),((#F,v1),e2))),(#I,x))),((t1)#G,((z1)#O,(t,((#O,v),(#E,(b2,(#J,((((#L,(n2,h)),(p,b3)),m1),(w,(#H,y2))))))))))),((#N,q2),w2)),((f1,((t2)#D,m2)),(#K,(((((s,a1),(((#G,a),a2),g2)),(o2,(#B,s2))),w1),f2)))),(((r2,(k,(m,o1))),(h2,(d2,c))),p2)),(((h1,r1),(#A,k1)),(((n,(v2,j)),((l1,y1),(x2,(c1,(#M,((g1,(#D,p1)),u2)))))),f)))))","((((((((k,s1),(q2,(s,c2))),(q,l)),(x1,m1)),(f2,((k2,m2),c1))),(((((a,v),((a3,(d1,y)),(v2,x2))),(((((q1,(((l2,g),i),h1)),y1),(e2,((l1,u2),z2))),(z1,b)),((t,k1),p2))),e1),r1)),((((s2,((j2,d2),a2)),(t2,((j,o),g2))),(((b2,z),c),w2)),(b3,((t1,(n1,(v1,u))),((w,((j1,(e,(n2,b1))),(i2,f1))),(((r2,u1),(x,p)),(((h2,h),a1),((o1,d),((o2,w1),p1))))))))),(((m,(r,i1)),(n,f)),(g1,y2)))"
80,15,281,"((((((y1,m2),((((w1,(((c2,(g2,((((o)#I,(u1,(((d)#B,(((e,b3),((z)#H,g)),o1)),p))))#C,m))))#A,(h2,((m1)#G,e2)))))#F,t1),(k2,q2))),n2),x2),(((((b,j2),(#H,o2)),((b1)#D,((p2,d1),(c,(y2,h1))))),(((s,(r2,k)),(#G,x1)),((p1)#O,((f)#M,((n,((i2)#L,l2)),((u2)#N,((((x,(#M,u)),y),((((v2,r),((q,f1),(c1,(n1,q1)))))#K,(#N,i))),z1))))))),((((a1,t2),(((#I,(((a,h),i1),(#O,(f2,z2)))),(#C,v1)),(#F,((a2,(#D,j1)),v)))))#E,(k1,((b2,(#B,(#L,j))),d2))))),((#E,(((g1,(l1,(s1,w))),w2),(#K,((#A,t),((l)#J,(r1,a3)))))),((#J,e1),s2)))","((((((z,y2),r2),x),(((((b2,h2),(c,(u2,a))),((g1,x1),a3)),h1),(((l1,((y1,e1),w)),(d,t)),(m1,p2)))),((((r,z2),(t1,(a2,p))),((((i1,e2),(n2,v)),((b1,l2),(d2,w1))),((j1,((f,(u1,e)),m)),((d1,s2),(u,y))))),((k,(l,(w2,b3))),(((h,(o2,(o1,f1))),((f2,a1),c1)),((((i2,g2),(((q,s1),(x2,((j,c2),n))),((t2,k1),q1))),(q2,((k2,r1),o))),((p1,(z1,j2)),(n1,g))))))),((m2,(i,(v2,(v1,b)))),s))"
80,15,282,"((((((((u)#N,y1),((o1,g),d2)),((l1)#O,((x,((f1)#E,(i1,a3))),(e,s2)))))#B,(((y,((p)#A,z1)),(j2,(((((b2)#F,(((((d,(#B,j1)))#I,(x1,b3)))#K,u1)),(h1,y2)))#C,(((b,(p2,(#N,c))),a1),((n1)#J,(#I,((((((v1,((m1)#M,d1)),r1),(h2,l)),(k,((j,b1),(#E,x2)))),((((h)#H,(((t,(o2,g1)))#G,(#F,s))),(v,r)),(((c2,n2),e1),((q1)#D,f)))),((#K,l2),((p1,w),f2))))))))),(((m,(q,o)),i),(((t2,(t1,(#J,(w2,a2)))),(((n,s1),((z2,k2),u2)),z)),(#H,(a,(((#G,r2),g2),w1))))))))#L,(((#M,(#O,(m2,e2))),k1),(((#A,i2),(c1,v2)),(#C,(#D,(#L,q2))))))","(((((((j1,a),(((m,s),k1),(q2,(((r,d2),u1),(g,(d1,v2)))))),((n2,(a1,(p1,e1))),((v1,b),(k,q1)))),n),((o2,n1),(w1,f1))),(((g2,((((l,h2),((((p,(v,y)),(t1,y1)),((z1,u),(b3,(d,w)))),((a2,x),b1))),(b2,((a3,g1),(l1,l2)))),c)),((x2,u2),r1)),q)),(((y2,((((m1,(h1,c2)),((i,(f,z)),(h,(m2,i1)))),(((f2,(j2,z2)),t2),e2)),(o1,(j,i2)))),((((k2,p2),s1),e),r2)),(((w2,(t,s2)),(x1,o)),c1)))"
80,15,283,"((((e2,(((((((p1)#E,t1),a1))#B,h))#M,((a,u),s2))),(((n2)#F,s),(((z2)#G,z),(i,c2)))),(((((g2)#D,(((((z1)#O,(d1,r)),((((w1,k),b))#A,o1)))#N,((w)#J,(((((#A,b3))#I,(y2,j2)),((p)#K,((#B,(x1,((w2,v1),v2))),(((u2,l2),l1),(o2,(#G,(#F,d2))))))),(#I,(((y,(#M,g)),x),(b2,(c,(#J,f2))))))))),(((v,m),y1),(h2,j1))),((g1,(((((b1,i2))#L,m1),(#L,((i1,t),((((f)#C,(((j)#H,(h1,(#N,d))),(#C,(k2,(#H,p2))))),((t2,(#D,x2)),(m2,a2))),(#O,s1))))),(#K,(u1,q2)))),((f1,a3),(k1,(e1,(c1,l)))))),(q,((n1,r1),(#E,e))))),((o,(q1,r2)),n))","((((((g2,q1),((((v1,(n1,l1)),(o2,y)),(((p1,t),d2),t2)),(((g,(a,q2)),(p2,(j2,c1))),u2))),((n,l2),(((y1,((x,(k1,e1)),a1)),(((((l,k2),(z2,x2)),v2),(f1,d)),h1)),((p,g1),(o1,(q,d1)))))),((z,o),u)),((((((((c2,s1),w1),b1),(v,y2)),x1),((i,s2),(z1,t1))),(((((j1,h2),((h,a2),((n2,f),e2))),(m,r1)),r),((b2,i1),((m1,m2),((f2,b3),(w2,w)))))),((j,a3),r2))),(((u1,k),(i2,s)),((c,e),b)))"
80,15,284,"((((((((r2)#O,(((t2)#M,l2),(((((((u)#C,(c1,j2)))#E,r1),(c2,a)))#L,p))),(v2,(#C,(q2,o)))),(((((((t1,n),(p2,((x)#A,g))))#I,((y2,k),z)),((u2,(f1,h2)),(((v1,x1))#N,((o1)#B,(a2,(i2,((q1)#H,k2))))))),((i1,((f2)#K,y1)),(((w1,(#E,n2)),(m2,b)),(e,((p1,(#I,(#N,f))),d))))),l1)),(a3,((e2,z2),y))),((((s,(w2,j1)),(((h1,(s2,j)),e1),(((i)#G,u1),(#H,(#A,(b1,n1)))))))#J,(((#K,w),((v)#F,g1)),(((a1,d2),x2),(((#F,t),(#B,(h,g2))),l))))))#D,((((((d1,(#J,(q,k1))),(#D,(z1,(#M,o2)))),c),(s1,b2)),(#G,(m1,b3))),(#L,(m,(#O,r)))))","((v1,(((((n1,(x1,v2)),a2),((l1,i2),g2)),((b1,((v,((g1,m2),(h2,f1))),s1)),((k,k2),(((t1,(s,o)),d1),(d,p2))))),(((m,(f,w2)),(x,q1)),b2))),((((((t,b),(((h,(((i1,r),(w,y1)),u1)),(k1,e1)),u)),(((n,m1),(c2,((p,b3),t2))),(o1,q2))),(((o2,c1),(s2,(h1,j))),(i,z2))),(((a,c),(((a1,y),(l2,e2)),l)),(j2,(((p1,a3),f2),(r1,n2))))),((((g,((q,((z,y2),((u2,r2),z1))),w1)),e),x2),(d2,j1))))"
80,15,285,"(((i1,d1))#C,((((((((((((h)#I,a3),(a,(a1,q))))#F,(n1,((j,w),r1))),l),n),(d2,(((((a2,((((u2)#M,(r,c)))#E,u)))#H,k))#B,(l1,k1)))),g1),(((#E,((((g,f))#K,((s2,k2),o2)),((((q2)#J,x1))#N,(#J,(((i2,i),b2),v2))))))#A,((t1,(q1,((((p2,s1),(#C,t)))#L,x))),((x2)#O,((n2,p1),(#L,(f1,((#O,(#N,j2)),y1)))))))),(#A,((((m2)#D,((l2,v),o)),(z2,(#F,((b1)#G,((((w1,(e,v1)),g2),((t2,(#I,h1)),s)),y2))))),(b3,e2)))),((m,w2),(#K,((#H,((#B,(p,o1)),((m1,(((d,(y,(#D,(#G,c2)))),b),z1)),((z,h2),(#M,r2))))),(u1,(j1,(f2,(e1,c1)))))))))","(((s2,r1),((((v,q1),(z,d2)),(h2,((((c1,(j1,s1)),(e,j)),b2),(v1,x1)))),(((((g2,((a,(d1,w)),(p2,d))),(l2,u2)),t2),((u,f),((((e1,(u1,x2)),(r2,v2)),(b,c)),(m2,i2)))),(k,((c2,(((s,y),(b1,b3)),(k2,o))),(((((y2,m),g),p),((i1,((z1,o2),((f1,o1),q))),((w2,h),(n,l1)))),(a2,((k1,(q2,(z2,y1))),((n2,w1),g1))))))))),((t,((t1,j2),(i,p1))),(((l,f2),(n1,r)),(((h1,a3),e2),(a1,(m1,x))))))"
